"symptom","version","read","desc","possible","new_code"
"Diarrhoea",2,"E2643","Psychogenic diarrhoea",0,0
"Diarrhoea",2,"J4...","Noninfective diarrhoea",0,0
"Diarrhoea",2,"J43z.","Chronic diarrhoea",0,0
"Diarrhoea",2,"J4z..","Presumed noninfectious diarrhoea",0,0
"Diarrhoea",2,"J4zz.","Diarrhoea - presumed non-infectious",0,0
"Diarrhoea",2,"J5210","Irritable bowel syndrome with diarrhoea",0,0
"Diarrhoea",2,"J525.","Functional diarrhoea",0,0
"Diarrhoea",2,"R0771","[D] Stools loose",0,0
"Diarrhoea",3,".19F.","Diarrhoea symptoms",0,0
"Diarrhoea",3,".19F1","Diarrhoea not present",0,0
"Diarrhoea",3,".19F2","Diarrhoea",0,0
"Diarrhoea",3,".19F3","Spurious diarrhoea - overflow",0,0
"Diarrhoea",3,".19G.","Diarrhoea and vomiting",0,0
"Diarrhoea",3,".A122","Travellers' diarrhoea",0,0
"Diarrhoea",3,".A12Z","Infectious diarrhoea NOS",0,0
"Diarrhoea",3,".I653","Psychogenic diarrhoea",0,0
"Diarrhoea",3,"19F..","Diarrhoea symptoms",0,0
"Diarrhoea",3,"19F1.","Diarrhoea not present",0,0
"Diarrhoea",3,"19F2.","Diarrhoea",0,0
"Diarrhoea",3,"19F3.","Spurious diarrhoea - overflow",0,0
"Diarrhoea",3,"19G..","Diarrhoea and vomiting",0,0
"Diarrhoea",3,"A0740","Diarrhoea due to staphylococcus",0,0
"Diarrhoea",3,"A076.","Viral diarrhoea",0,0
"Diarrhoea",3,"A07y0","Viral diarrhoea",0,0
"Diarrhoea",3,"A0803","Infectious gastroenteritis",0,0
"Diarrhoea",3,"A082.","Infectious diarrhoea",0,0
"Diarrhoea",3,"A0820","Dysenteric diarrhoea",0,0
"Diarrhoea",3,"A082z","Infectious diarrhoea NOS",0,0
"Diarrhoea",3,"A083.","Diarrhoea of presumed infectious origin",0,0
"Diarrhoea",3,"Ayu0H","[X]Diarrhoea and gastroenteritis of presumed infectious origin",0,0
"Diarrhoea",3,"E2643","Spurious diarrhoea",0,0
"Diarrhoea",3,"J4...","Noninfective diarrhoea",0,0
"Diarrhoea",3,"J43z.","Chronic diarrhoea",0,0
"Diarrhoea",3,"J4z..","Presumed noninfectious diarrhoea",0,0
"Diarrhoea",3,"J4zz.","Diarrhoea - presumed non-infectious",0,0
"Diarrhoea",3,"J5210","Irritable bowel syndrome with diarrhoea",0,0
"Diarrhoea",3,"J525.","Functional diarrhoea",0,0
"Diarrhoea",3,"Jyu42","[X]Other specified non-infective gastroenteritis and colitis",0,0
"Diarrhoea",3,"R0771","[D] Stools loose",0,0
"Diarrhoea",3,"X30Bn","Chronic diarrhoea",0,0
"Diarrhoea",3,"X30Bp","Non-infective diarrhoea",0,0
"Diarrhoea",3,"X70GO","Travellers' diarrhoea",0,0
"Diarrhoea",3,"X76dE","Diarrhoea and vomiting",0,0
"Diarrhoea",3,"X76fC","Loose stool",0,0
"Diarrhoea",3,"XE0Qq","Diarrhoea of presumed infectious origin",0,0
"Diarrhoea",3,"XE0rN","Diarrhoea symptoms",0,0
"Diarrhoea",3,"XE0rO","Diarrhoea symptom NOS",0,0
"Diarrhoea",3,"XE1Ye","Psychogenic diarrhoea",0,0
"Diarrhoea",3,"XM1Mz","Diarrhoea and vomiting, symptom",0,0
"Diarrhoea",3,"Xa97X","Diarrhoea due to staphylococcus",0,0
"Diarrhoea",3,"XaQbO","Functional diarrhoea",0,0
"Pelvic pain",2,"1A5A.","C/O perineal pain",0,0
"Pelvic pain",2,"N3212","Ischiopubic synchondrosis",0,0
"Pelvic pain",2,"N33A0","Bony pelvic pain",0,0
"Pelvic pain",2,"R090G","[D] Perineal pain",0,0
"Pelvic pain",2,"S53..","Groin sprain",0,0
"Pelvic pain",3,".1A5A","C/O perineal pain",0,0
"Pelvic pain",3,".P2Q5","Groin strain",0,0
"Pelvic pain",3,"1A5A.","C/O perineal pain",0,0
"Pelvic pain",3,"N3212","Ischiopubic synchondrosis",0,0
"Pelvic pain",3,"N33A0","Bony pelvic pain",0,0
"Pelvic pain",3,"R090G","[D] Perineal pain",0,0
"Pelvic pain",3,"S53..","Groin sprain",0,0
"Pelvic pain",3,"XA0Bu","Strain of tendon of adductor longus",0,0
"Pelvic pain",3,"Xa1nC","Groin strain",0,0
"Stomach disorders",2,"161..","Appetite symptom",0,0
"Stomach disorders",2,"1612.","Appetite loss - anorexia",0,0
"Stomach disorders",2,"1615.","Reduced appetite",0,0
"Stomach disorders",2,"161Z.","Appetite symptom NOS",0,0
"Stomach disorders",2,"1957.","Gastric reflux",0,0
"Stomach disorders",2,"1984.","Upset stomach",0,0
"Stomach disorders",2,"199..","Vomiting",0,0
"Stomach disorders",2,"1992.","Vomiting",0,0
"Stomach disorders",2,"1993.","Projectile vomiting",0,0
"Stomach disorders",2,"1994.","Vomiting blood - fresh",0,0
"Stomach disorders",2,"1995.","Vomiting blood - coffee ground",0,0
"Stomach disorders",2,"1996.","Vomiting - bile stained",0,0
"Stomach disorders",2,"199Z.","Vomiting NOS",0,0
"Stomach disorders",2,"19FZ.","Diarrhoea & vomiting, symptom",0,0
"Stomach disorders",2,"4A...","Vomit examination",0,0
"Stomach disorders",2,"4A1..","Vomit - O/E, general",0,0
"Stomach disorders",2,"4A1Z.","Vomit exam. general NOS",0,0
"Stomach disorders",2,"4A2..","Vomit appearance",0,0
"Stomach disorders",2,"4A22.","Vomit appearance - abnormal",0,0
"Stomach disorders",2,"4A23.","Vomit: frank blood present",0,0
"Stomach disorders",2,"4A24.","Vomit: coffee ground",0,0
"Stomach disorders",2,"4A25.","Vomit: bilious",0,0
"Stomach disorders",2,"4A26.","Vomit: faeculant",0,0
"Stomach disorders",2,"4A27.","Vomit: mucous present",0,0
"Stomach disorders",2,"4A2Z.","Vomit: appearance NOS",0,0
"Stomach disorders",2,"4A3..","Vomit odour",0,0
"Stomach disorders",2,"4A4Z.","Vomit pH NOS",0,0
"Stomach disorders",2,"4A5..","Vomit occult blood",0,0
"Stomach disorders",2,"4A51.","Vomit occult blood positive",0,0
"Stomach disorders",2,"4A5Z.","Vomit occult blood NOS",0,0
"Stomach disorders",2,"4A6..","Vomit toxicology",0,0
"Stomach disorders",2,"4AZ..","Vomit examination NOS",0,0
"Stomach disorders",2,"7N301","[SO]Stomach",0,0
"Stomach disorders",2,"A78y1","Epidemic vomiting syndrome",0,0
"Stomach disorders",2,"E2642","Cyclical vomiting - psychogenic",0,0
"Stomach disorders",2,"E2754","Psychogenic vomiting NOS",0,0
"Stomach disorders",2,"E2756","Non-organic loss of appetite",0,0
"Stomach disorders",2,"Eu505","[X]Vomiting associated with other psychological disturbances",0,0
"Stomach disorders",2,"Eu50y","[X]Psychogenic loss of appetite",0,0
"Stomach disorders",2,"J1...","Oesophageal, stomach and duodenal diseases",0,0
"Stomach disorders",2,"J16..","Disorders of stomach function",0,0
"Stomach disorders",2,"J162.","Persistent vomiting",0,0
"Stomach disorders",2,"J1620","Cyclical vomiting NOS",0,0
"Stomach disorders",2,"J162z","Persistent vomiting NOS",0,0
"Stomach disorders",2,"J16y.","Other specified stomach function disorders",0,0
"Stomach disorders",2,"J16y5","Functional vomiting",0,0
"Stomach disorders",2,"J16z.","Stomach function disorder NOS",0,0
"Stomach disorders",2,"J680.","Vomiting of blood",0,0
"Stomach disorders",2,"R0300","[D]Appetite loss",0,0
"Stomach disorders",2,"R070.","[D]Nausea and vomiting",0,0
"Stomach disorders",2,"R0701","[D]Vomiting",0,0
"Stomach disorders",2,"R0703","[D]Drug induced vomiting",0,0
"Stomach disorders",2,"R0704","[D]Projectile vomiting",0,0
"Stomach disorders",2,"R070z","[D]Nausea and vomiting NOS",0,0
"Stomach disorders",3,".161.","Appetite symptom",0,0
"Stomach disorders",3,".1612","Appetite loss - anorexia",0,0
"Stomach disorders",3,".1615","Reduced appetite",0,0
"Stomach disorders",3,".161Z","Appetite symptom NOS",0,0
"Stomach disorders",3,".1957","Gastric reflux",0,0
"Stomach disorders",3,".199.","Vomiting",0,0
"Stomach disorders",3,".1992","Vomiting",0,0
"Stomach disorders",3,".1993","Projectile vomiting",0,0
"Stomach disorders",3,".1994","Vomiting blood - fresh",0,0
"Stomach disorders",3,".1995","Vomiting blood - coffee ground",0,0
"Stomach disorders",3,".1996","Vomiting - bile stained",0,0
"Stomach disorders",3,".199Z","Vomiting NOS",0,0
"Stomach disorders",3,".19FZ","Diarrhoea & vomiting, symptom",0,0
"Stomach disorders",3,".4A..","Vomit examination",0,0
"Stomach disorders",3,".4A1.","Vomit - O/E, general",0,0
"Stomach disorders",3,".4A1Z","Vomit exam. general NOS",0,0
"Stomach disorders",3,".4A2.","Vomit appearance",0,0
"Stomach disorders",3,".4A22","Vomit appearance - abnormal",0,0
"Stomach disorders",3,".4A23","Vomit: frank blood present",0,0
"Stomach disorders",3,".4A24","Vomit contains coffee grounds",0,0
"Stomach disorders",3,".4A25","Vomit: bilious",0,0
"Stomach disorders",3,".4A26","Vomit: faeculant",0,0
"Stomach disorders",3,".4A27","Vomit: mucous present",0,0
"Stomach disorders",3,".4A2Z","Vomit: appearance NOS",0,0
"Stomach disorders",3,".4A3.","Vomit odour",0,0
"Stomach disorders",3,".4A4Z","Vomit pH NOS",0,0
"Stomach disorders",3,".4A5.","Vomit occult blood",0,0
"Stomach disorders",3,".4A51","Vomit occult blood positive",0,0
"Stomach disorders",3,".4A5Z","Vomit occult blood NOS",0,0
"Stomach disorders",3,".4A6.","Vomit toxicology",0,0
"Stomach disorders",3,".4AZ.","Vomit examination NOS",0,0
"Stomach disorders",3,".I2..","Oesophageal, stomach and duodenal diseases",0,0
"Stomach disorders",3,".I26.","Disorder of gastric function",0,0
"Stomach disorders",3,".I26Z","Stomach function disorder NOS",0,0
"Stomach disorders",3,".I781","Haematemesis",0,0
"Stomach disorders",3,".R300","[D]Appetite loss",0,0
"Stomach disorders",3,".R70.","[D]Nausea and vomiting",0,0
"Stomach disorders",3,".R701","[D]Vomiting",0,0
"Stomach disorders",3,".R70Z","[D]Nausea and vomiting NOS",0,0
"Stomach disorders",3,"161..","Appetite symptom",0,0
"Stomach disorders",3,"1612.","Appetite loss - anorexia",0,0
"Stomach disorders",3,"1615.","Reduced appetite",0,0
"Stomach disorders",3,"161Z.","Appetite symptom NOS",0,0
"Stomach disorders",3,"1957.","Gastric reflux",0,0
"Stomach disorders",3,"1984.","Upset stomach",0,0
"Stomach disorders",3,"199..","Vomiting",0,0
"Stomach disorders",3,"1992.","Vomiting",0,0
"Stomach disorders",3,"1993.","Projectile vomiting",0,0
"Stomach disorders",3,"1994.","Vomiting blood - fresh",0,0
"Stomach disorders",3,"1995.","Vomiting blood - coffee ground",0,0
"Stomach disorders",3,"1996.","Vomiting - bile stained",0,0
"Stomach disorders",3,"199Z.","Vomiting NOS",0,0
"Stomach disorders",3,"19FZ.","Diarrhoea & vomiting, symptom",0,0
"Stomach disorders",3,"4A...","Vomit examination",0,0
"Stomach disorders",3,"4A1..","Vomit - O/E, general",0,0
"Stomach disorders",3,"4A1Z.","Vomit exam. general NOS",0,0
"Stomach disorders",3,"4A2..","Vomit appearance",0,0
"Stomach disorders",3,"4A22.","Vomit appearance - abnormal",0,0
"Stomach disorders",3,"4A23.","Vomit: frank blood present",0,0
"Stomach disorders",3,"4A24.","Vomit contains coffee grounds",0,0
"Stomach disorders",3,"4A25.","Vomit: bilious",0,0
"Stomach disorders",3,"4A26.","Vomit: faeculant",0,0
"Stomach disorders",3,"4A27.","Vomit: mucous present",0,0
"Stomach disorders",3,"4A2Z.","Vomit: appearance NOS",0,0
"Stomach disorders",3,"4A3..","Vomit odour",0,0
"Stomach disorders",3,"4A4Z.","Vomit pH NOS",0,0
"Stomach disorders",3,"4A5..","Vomit occult blood",0,0
"Stomach disorders",3,"4A51.","Vomit occult blood positive",0,0
"Stomach disorders",3,"4A5Z.","Vomit occult blood NOS",0,0
"Stomach disorders",3,"4A6..","Vomit toxicology",0,0
"Stomach disorders",3,"4AZ..","Vomit examination NOS",0,0
"Stomach disorders",3,"7N301","Stomach",0,0
"Stomach disorders",3,"A78y1","Epidemic vomiting syndrome",0,0
"Stomach disorders",3,"E2642","Cyclical vomiting - psychogenic",0,0
"Stomach disorders",3,"E2754","Psychogenic vomiting NOS",0,0
"Stomach disorders",3,"E2756","Non-organic loss of appetite",0,0
"Stomach disorders",3,"Eu505","Vomiting associated with other psychological disturbances",0,0
"Stomach disorders",3,"Eu50y","[X]Psychogenic loss of appetite",0,0
"Stomach disorders",3,"J1...","Oesophageal, stomach and duodenal diseases",0,0
"Stomach disorders",3,"J16..","Disorder of gastric function",0,0
"Stomach disorders",3,"J162.","Persistent vomiting",0,0
"Stomach disorders",3,"J1620","Cyclical vomiting NOS",0,0
"Stomach disorders",3,"J162z","Persistent vomiting NOS",0,0
"Stomach disorders",3,"J16y.","Other specified stomach function disorders",0,0
"Stomach disorders",3,"J16y5","Functional vomiting",0,0
"Stomach disorders",3,"J16z.","Stomach function disorder NOS",0,0
"Stomach disorders",3,"J680.","Haematemesis",0,0
"Stomach disorders",3,"R0300","[D]Appetite loss",0,0
"Stomach disorders",3,"R070.","[D]Nausea and vomiting",0,0
"Stomach disorders",3,"R0701","[D]Vomiting",0,0
"Stomach disorders",3,"R0703","[D]Drug-induced vomiting",0,0
"Stomach disorders",3,"R0704","[D]Projectile vomiting",0,0
"Stomach disorders",3,"R070z","[D]Nausea and vomiting NOS",0,0
"Stomach disorders",3,"Ua1iv","Reduced appetite",0,0
"Stomach disorders",3,"Ua1kQ","Gastric reflux",0,0
"Stomach disorders",3,"X00Sx","Eating disorder",0,0
"Stomach disorders",3,"X76cJ","Loss of appetite - symptom",0,0
"Stomach disorders",3,"X76co","Vomiting symptoms",0,0
"Stomach disorders",3,"X76cq","Haematemesis",0,0
"Stomach disorders",3,"XE0aK","Oesophageal, stomach and duodenal diseases",0,0
"Stomach disorders",3,"XE0aO","Gastro-oesophageal reflux disease without oesophagitis",0,0
"Stomach disorders",3,"XE0rA","Vomiting",0,0
"Stomach disorders",3,"XE0rB","Vomiting blood - fresh",0,0
"Stomach disorders",3,"XE24f","Appetite loss - anorexia",0,0
"Stomach disorders",3,"XE26J","Vomit: frank blood present",0,0
"Stomach disorders",3,"XE2sN","Vomit: bilious",0,0
"Stomach disorders",3,"XE2sO","Vomit: faeculant",0,0
"Stomach disorders",3,"XM0Cm","C/O - vomiting",0,0
"Stomach disorders",3,"XM1Uu","Bilious vomit O/E",0,0
"Stomach disorders",3,"XM1Uv","Faeculant vomit O/E",0,0
"Stomach disorders",3,"XM1Va","Blood in vomit O/E",0,0
"Stomach disorders",3,"Xa1dj","Blood in vomit - symptom",0,0
"Stomach disorders",3,"Xa7Uv","Vomit contains coffee grounds",0,0
"Stomach disorders",3,"XaBMW","[D]Projectile vomiting",0,0
"UTI",2,"1A1..","Polyuria",0,0
"UTI",2,"1A25.","Urgency of micturition",0,0
"UTI",2,"1A54.","C/O - ureteric pain",0,0
"UTI",2,"1A55.","Dysuria",0,0
"UTI",2,"1A5D.","Urethral pain",0,0
"UTI",2,"1AC2.","Polyuria",0,0
"UTI",2,"1AG..","Recurrent urinary tract infections",0,0
"UTI",2,"1J4..","Suspected UTI",0,0
"UTI",2,"464..","Urine smell",0,0
"UTI",2,"4642.","Urine smell ammoniacal",0,0
"UTI",2,"4643.","Urine smell fishy",0,0
"UTI",2,"4644.","Urine smell abormal",0,0
"UTI",2,"464Z.","Urine smell NOS",0,0
"UTI",2,"A1602","Tuberculous pyelonephritis",0,0
"UTI",2,"A9811","Acute gonococcal cystitis",0,0
"UTI",2,"A9831","Chronic gonococcal cystitis",0,0
"UTI",2,"E2653","Psychogenic dysuria",0,0
"UTI",2,"K1006","Calculous pyelonephritis",0,0
"UTI",2,"K101.","Acute pyelonephritis",0,0
"UTI",2,"K1010","Acute pyelonephritis without medullary necrosis",0,0
"UTI",2,"K101z","Acute pyelonephritis NOS",0,0
"UTI",2,"K104.","Xanthogranulomatous pyelonephritis",0,0
"UTI",2,"K10y.","Pyelonephritis and pyonephrosis unspecified",0,0
"UTI",2,"K10y0","Pyelonephritis unspecified",0,0
"UTI",2,"K10y3","Pyelonephritis in diseases EC",0,0
"UTI",2,"K10yz","Unspecified pyelonephritis NOS",0,0
"UTI",2,"K15..","Cystitis",0,0
"UTI",2,"K150.","Acute cystitis",0,0
"UTI",2,"K152.","Other chronic cystitis",0,0
"UTI",2,"K1520","Subacute cystitis",0,0
"UTI",2,"K152y","Chronic cystitis unspecified",0,0
"UTI",2,"K152z","Other chronic cystitis NOS",0,0
"UTI",2,"K155.","Recurrent cystitis",0,0
"UTI",2,"K15y.","Other specified cystitis",0,0
"UTI",2,"K15y0","Cystitis cystica",0,0
"UTI",2,"K15yz","Other cystitis NOS",0,0
"UTI",2,"K15z.","Cystitis NOS",0,0
"UTI",2,"K190.","Urinary tract infection, site not specified",0,0
"UTI",2,"K1902","Post operative urinary tract infection",0,0
"UTI",2,"K1903","Recurrent urinary tract infection",0,0
"UTI",2,"K1904","Chronic urinary tract infection",0,0
"UTI",2,"K1905","Urinary tract infection",0,0
"UTI",2,"K190z","Urinary tract infection, site not specified NOS",0,0
"UTI",2,"K19z.","Urethral and urinary tract disorders NOS",0,0
"UTI",2,"K213.","Prostatocystitis",0,0
"UTI",2,"Kyu50","[X]Other chronic cystitis",0,0
"UTI",2,"Kyu51","[X]Other cystitis",0,0
"UTI",2,"L166.","Cystitis of pregnancy",0,0
"UTI",2,"L166z","UTI - urinary tract infection in pregnancy",0,0
"UTI",2,"R081.","[D]Dysuria",0,0
"UTI",2,"R0810","[D]Painful urination",0,0
"UTI",2,"R081z","[D]Dysuria NOS",0,0
"UTI",2,"R084.","[D]Micturition frequency and polyuria",0,0
"UTI",2,"R0841","[D]Polyuria",0,0
"UTI",2,"R084z","[D]Frequency of micturition or polyuria NOS",0,0
"UTI",2,"R0862","[D] Urgency of micturition",0,0
"UTI",2,"R08z2","[D]Vesical tenesmus",0,0
"UTI",2,"Ryu42","[X]Painful micturition, unspecified",0,0
"UTI",3,".1A1.","Polyuria",0,0
"UTI",3,".1A25","Urgency of micturition",0,0
"UTI",3,".1A35","Urgency of micturition",0,0
"UTI",3,".1A55","Dysuria",0,0
"UTI",3,".1AC2","Polyuria",0,0
"UTI",3,".1AG.","Recurrent urinary tract infections",0,0
"UTI",3,".1J4.","Suspected UTI",0,0
"UTI",3,".464.","Urine smell",0,0
"UTI",3,".4642","Urine smell ammoniacal",0,0
"UTI",3,".4643","Urine smell fishy",0,0
"UTI",3,".4644","Urine smell abnormal",0,0
"UTI",3,".464Z","Urine smell NOS",0,0
"UTI",3,".J26.","Cystitis",0,0
"UTI",3,".J2B5","Recurrent urinary tract infection",0,0
"UTI",3,".J2BZ","Urethral and urinary tract disorders NOS",0,0
"UTI",3,".R81.","[D]Dysuria",0,0
"UTI",3,".R810","[D]Painful urination",0,0
"UTI",3,".R81Z","[D]Dysuria NOS",0,0
"UTI",3,".R84.","[D]Micturition frequency and polyuria",0,0
"UTI",3,".R840","[D]Polyuria",0,0
"UTI",3,".R8Z2","[D]Vesical tenesmus",0,0
"UTI",3,"1A1..","Polyuria",0,0
"UTI",3,"1A25.","Urgency of micturition",0,0
"UTI",3,"1A35.","Urgency of micturition",0,0
"UTI",3,"1A54.","C/O - ureteric pain",0,0
"UTI",3,"1A55.","Dysuria",0,0
"UTI",3,"1A5D.","Urethral pain",0,0
"UTI",3,"1AC2.","Polyuria",0,0
"UTI",3,"1AG..","Recurrent urinary tract infections",0,0
"UTI",3,"1J4..","Suspected UTI",0,0
"UTI",3,"464..","Urine smell",0,0
"UTI",3,"4642.","Urine smell ammoniacal",0,0
"UTI",3,"4643.","Urine smell fishy",0,0
"UTI",3,"4644.","Urine smell abnormal",0,0
"UTI",3,"464Z.","Urine smell NOS",0,0
"UTI",3,"A1602","Tuberculous pyelonephritis",0,0
"UTI",3,"A9811","Acute gonococcal cystitis",0,0
"UTI",3,"A9831","Chronic gonococcal cystitis",0,0
"UTI",3,"E2653","Psychogenic dysuria",0,0
"UTI",3,"K1006","Calculous pyelonephritis",0,0
"UTI",3,"K101.","Acute pyelonephritis",0,0
"UTI",3,"K1010","Acute pyelonephritis without medullary necrosis",0,0
"UTI",3,"K101z","Acute pyelonephritis NOS",0,0
"UTI",3,"K104.","Xanthogranulomatous pyelonephritis",0,0
"UTI",3,"K10y.","Pyelonephritis and pyonephrosis unspecified",0,0
"UTI",3,"K10y0","Pyelonephritis unspecified",0,0
"UTI",3,"K10y3","Pyelonephritis in diseases EC",0,0
"UTI",3,"K10yz","Unspecified pyelonephritis NOS",0,0
"UTI",3,"K15..","Cystitis",0,0
"UTI",3,"K150.","Acute cystitis",0,0
"UTI",3,"K152.","Other chronic cystitis",0,0
"UTI",3,"K1520","Subacute cystitis",0,0
"UTI",3,"K152y","Chronic cystitis unspecified",0,0
"UTI",3,"K152z","Other chronic cystitis NOS",0,0
"UTI",3,"K155.","Recurrent cystitis",0,0
"UTI",3,"K15y.","Other specified cystitis",0,0
"UTI",3,"K15y0","Cystitis cystica",0,0
"UTI",3,"K15yz","Other cystitis NOS",0,0
"UTI",3,"K15z.","Cystitis NOS",0,0
"UTI",3,"K190.","Urinary tract infection, site not specified",0,0
"UTI",3,"K1902","Postoperative urinary tract infection",0,0
"UTI",3,"K1903","Recurrent urinary tract infection",0,0
"UTI",3,"K1904","Chronic urinary tract infection",0,0
"UTI",3,"K1905","Infection of urinary tract",0,0
"UTI",3,"K190z","Urinary tract infection, site not specified NOS",0,0
"UTI",3,"K19z.","Urethral and urinary tract disorders NOS",0,0
"UTI",3,"K213.","Prostatocystitis",0,0
"UTI",3,"Kyu50","[X]Other chronic cystitis",0,0
"UTI",3,"Kyu51","[X]Other cystitis",0,0
"UTI",3,"L166.","Cystitis of pregnancy",0,0
"UTI",3,"L166z","UTI - urinary tract infection in pregnancy",0,0
"UTI",3,"R081.","[D]Dysuria",0,0
"UTI",3,"R0810","[D]Painful urination",0,0
"UTI",3,"R081z","[D]Dysuria NOS",0,0
"UTI",3,"R084.","[D]Micturition frequency and polyuria",0,0
"UTI",3,"R0841","[D]Polyuria",0,0
"UTI",3,"R084z","[D]Frequency of micturition or polyuria NOS",0,0
"UTI",3,"R0862","[D]Urgency of micturition",0,0
"UTI",3,"R08z2","[D]Vesical tenesmus",0,0
"UTI",3,"Ryu42","[X]Painful micturition, unspecified",0,0
"UTI",3,"X30Jd","Xanthogranulomatous pyelonephritis",0,0
"UTI",3,"XE0e0","Infection of urinary tract",0,0
"UTI",3,"XM1Ox","Cystitis of pregnancy",0,0
"UTI",3,"Xa07P","C/O - ureteric pain",0,0
"UTI",3,"Xa8EJ","Acute cystitis",0,0
"UTI",3,"XaB9F","UTI - urinary tract infection in pregnancy",0,0
"UTI",3,"XaFqt","Suspected UTI",0,0
"UTI",3,"XaFwM","Recurrent urinary tract infections",0,0
